微博内容,创建时间,微博来源,微博地址,用户昵称,粉丝数,性别,地域,认证类型,是否转发,原微博内容,原微博来源,原微博创建时间,原微博用户昵称,原微博地址
[good][good][good],2017-02-28 16:53,360安全浏览器,http://weibo.com/1615702525/ExDBVttkJ,倍力乐官方微博,2416,女,广西,企业认证,转发,在#盖茨年信#发布后，我们邀请各位读者参加“与明星一起读年信”活动，期待听众可以通过声音来强化事实背后的感悟与希望。最终我们在数百个音频中精选几只，并制作了由#乐天行动派#朗读的有声版年信。你能听出他们声音中的乐观态度吗？ http://t.cn/Rit2T29 . ​,秒拍网页版,2017-02-28 11:25,盖茨基金会,http://weibo.com/1927634285/ExBszxJOJ
【外交部回应民众抵制乐天：在华外企是否成功取决于中国消费者】乐天集团28日同韩国国防部正式签署“萨德”换地协议，近来不少中国民众表示要抵制乐天。28日的外交部例行记者会上表示，中方欢迎外国企业来华投资兴业并始终尊重和保护外国企业在华的合法权益。同时我们也强调，有关企业在华经营必须合法...全文： http://m.weibo.cn/1323527941/4080170849824212 ​,2017-02-28 16:53,微博 weibo.com,http://weibo.com/1323527941/ExDBOFdJ2,Vista看天下,11961188,男,北京,媒体认证,原创,,,,,
外交部回应了民众抵制乐天一事：外国企业在华经营成功与否，由中国市场和中国消费者决定。 ​,2017-02-28 16:52,微博 weibo.com,http://weibo.com/2057769762/ExDBEAVi0,八哥专用,5827155,男,其他,名人认证,原创,,,,,
外交部回应民众抵制乐天 http://t.cn/RitEDKH ​,2017-02-28 16:52,ZAKER新闻杂志,http://weibo.com/1884245222/ExDBBlPrq,ZAKER新闻频道,12689,男,广东,网站认证,原创,,,,,
转发微博,2017-02-28 16:52,微博 weibo.com,http://weibo.com/1400887105/ExDBsbNLL,司马平邦,2765157,男,北京 朝阳区,名人认证,转发,#乐天# 昨天韩国乐天公司同意把一个高尔夫球场转让给韩军方，用于部署对中国威胁的萨德导弹。未来几天中国民众必口头抵制乐天达到口水淹死人的地步。我想说的是，乐天老板一定想到了比这更坏的结局，但还是去做了，这样爱国的企业家不值得给点尊敬吗？中国有这样的企业家吗？少！发国难财的倒不少。 ​,iPhone 6,2017-02-28 08:29,蔡照明,http://weibo.com/1223250145/ExAjj4EdK
//@只配叫个猪:因为萨德的事儿，干的好。咱们固然拿朝鲜美国韩国政府没有办法，但在一个企业身上耍流氓的胆气还是有的，我们是市场经济国家这话本来也是耍流氓，咱们来回的耍，看谁拿咱们能怎么样，呵呵。,2017-02-28 16:51,微博 weibo.com,http://weibo.com/1652811601/ExDB6D3LX,喷嚏网铂程,287465,男,四川 成都,名人认证,转发,【擅发违法广告 乐天超市北京崇文门店被罚 全市首例】据了解，某医疗公司制作的广告未经审批，违反《广告法》被查处。而这一广告又贴进了乐天超市崇文门店。该超市因此形成了违法广告发布的事实，成了全市首个因为发布违法广告被处罚的公共场所管理者。http://t.cn/RitC2BR ​,微博 weibo.com,2017-02-28 14:30,新京报,http://weibo.com/1644114654/ExCFUpnd3
【中国不欢迎这样的乐天！】27日，韩国乐天集团理事会作出决定，同意就“萨德”反导系统部署用地与军方签署协议。有韩国民众提出，中国人恐怕无法容忍像乐天这样的韩国企业，一边赚着中国人的钱，一边却做着伤害国家利益的事。乐天是韩国第五大财阀，横跨百货零售，酒店，影院，娱乐，食品，石化等众多...全文： http://m.weibo.cn/1749990115/4080170028076561 ​,2017-02-28 16:50,微博 weibo.com,http://weibo.com/1749990115/ExDAuxT57,北京青年报,6476089,男,北京 朝阳区,媒体认证,原创,,,,,
【北京一乐天超市因发布违法广告被罚，系全市首例】北京市东城工商分局今天上午通报，北京乐天超市有限公司北京崇文门分店因发布违法广告而被处罚。据了解，北京当代医疗美容门诊部有限公司制作了自称是“明星微整形手术基地”“中国最具实力的9家医疗美容机构”的广告，未经审批，违反了《广告法》被...全文： http://m.weibo.cn/2208257792/4080170028075308 ​,2017-02-28 16:50,微博 weibo.com,http://weibo.com/2208257792/ExDAuxSKU,海南广播电视总台夜线,54862,男,海南 海口,媒体认证,原创,,,,,
古天乐估计已经想好了破产的结局了 //@复旦李剑锋-意识科学:为古天乐感到担忧。 //@尹鸿:目测网络大军即将到来。,2017-02-28 16:50,iPhone 6,http://weibo.com/1223250145/ExDAJkfYY,蔡照明,183965,男,北京 东城区,名人认证,转发,#乐天# 昨天韩国乐天公司同意把一个高尔夫球场转让给韩军方，用于部署对中国威胁的萨德导弹。未来几天中国民众必口头抵制乐天达到口水淹死人的地步。我想说的是，乐天老板一定想到了比这更坏的结局，但还是去做了，这样爱国的企业家不值得给点尊敬吗？中国有这样的企业家吗？少！发国难财的倒不少。 ​,iPhone 6,2017-02-28 08:29,蔡照明,http://weibo.com/1223250145/ExAjj4EdK
【吉林：民众乐天玛特前拉横幅抵制】26日，吉林江南乐天玛特前有群众拉横幅抵制，条幅内容：韩国乐天，宣战中国，乐天支持萨德，马上滚出中国。起因是“乐天集团相关人士“前几天表态：中国舆论的施压让乐天集团左右为难，但给‘萨德’提供部署用地的立场维持不变”。http://t.cn/Rit3uAz ​,2017-02-28 16:50,微博 weibo.com,http://weibo.com/1796087453/ExDAuunDn,江苏网络电视台,612531,男,江苏 南京,媒体认证,原创,,,,,
【中国不欢迎这样的乐天】外交部发言人耿爽27日在例行记者会上表示，中方反对在韩部署“萨德”系统的意志是坚定的，将采取必要措施维护自身安全利益，由此产生的一切后果由美韩承担。新华社评论：如果说部署“萨德”是在中国背后“捅刀子”，那乐天此次不计后果的草率决定，无异于为虎作伥。(新华社) ​,2017-02-28 16:50,政务直通车,http://weibo.com/1050395697/ExDABhn8L,新华每日电讯,215075,男,北京,媒体认证,原创,,,,,
【北京一乐天超市因发布违法广告被罚，系全市首例】原标题：发违法广告 乐天超市北京崇文门店被罚法制晚报讯 （记者张鑫编辑田野） 北京市东城工商分局今天上午通报，北京乐天超市有限公司北京崇文门分店因发布违法广告而被处罚。据了解，北京当代医疗美容 （分享自 @凤凰网） http://t.cn/Rita26I ​,2017-02-28 16:50,分享按钮,http://weibo.com/2079738697/ExDAyBDJI,我妈说名字一定要长,20232,男,海外,高级达人,原创,,,,,
理性抵制,2017-02-28 16:48,微博 weibo.com,http://weibo.com/1591059933/ExDzZwvem,你好我是最右君,18352,男,海外 瑞士,普通用户,转发,对于这样的乐天，中国不欢迎！ ​,微博 weibo.com,2017-02-28 16:26,清华南都,http://weibo.com/2309846073/ExDqKhg6G
回复@崔敬波V:中国不可欺！[怒]//@崔敬波V:回复@至诚大兵:支持大兵原创,2017-02-28 16:47,iPhone 6 Plus,http://weibo.com/1295335170/ExDzwyidH,至诚大兵,139623,男,云南 昆明,名人认证,转发,发布了头条文章：《乐天对中国右手捅刀子左手掏腰包 中国人置若罔闻容许吗？》 http://t.cn/RitqX68 ​,微博 weibo.com,2017-02-28 12:08,至诚大兵,http://weibo.com/1295335170/ExBK2hi10
//@共青团中央: 【外交部回应民众抵制乐天：在华外企是否成功取决于中国消费者】耿爽在28日外交部例行记者会上表示：中方欢迎外国企业来华投资兴业并始终尊重和保护外国企业在华的合法权益。同时我们也强调，有关企业在华经营必须合法合规。外国企业在华经营成功与否，要由中国市场和中国消费者决定。,2017-02-28 16:46,360安全浏览器,http://weibo.com/2662050853/ExDz8yQX8,青春济南,54368,男,山东 济南,政府认证,转发,【青年，我们一起远离为虎作伥的“乐天”！[拳头]】27日，韩国乐天集团理事会作出决定，同意就“萨德”反导系统部署用地与韩国军方签署协议。如果说部署“萨德”是在中国背后“捅刀子”，那乐天此次不计后果的草率决定，无异于为虎作伥。对于这样的乐天，中国不欢迎！@新华社中国网事 ...全文： http://m.weibo.cn/3937348351/4080109083848231 ​,搜狗高速浏览器,2017-02-28 12:47,共青团中央,http://weibo.com/3937348351/ExC0cg96f
外交问题太容易了，谁让我不爽我就抵制谁。而内政问题就复杂了，你根本不知道可以抵制谁。发布了头条文章：《就像抵制乐天，爱国比爱自己容易多了》 http://t.cn/Rit3tGH ​,2017-02-28 16:46,微博 weibo.com,http://weibo.com/1654796774/ExDyYw0Ec,haitaode,27737,男,北京 东城区,名人认证,原创,,,,,
【外交部回应民众抵制乐天：是否成功取决于中国消费者】外交部发言人耿爽：中方欢迎外国企业来华投资兴业并始终尊重和保护外国企业在华的合法权益。同时我们也强调，有关企业在华经营必须合法合规。外国企业在华经营成功与否，要由中国市场和中国消费者决定。 ​,2017-02-28 16:46,微博 weibo.com,http://weibo.com/1649470535/ExDz5Ee5M,中金在线,1023424,男,福建 福州,企业认证,原创,,,,,
#老高电商报# 【2月28日电商晚报简讯】1、罗振宇谈与papi酱分手；2、中国不欢迎这样的乐天，北京一乐天超市违法广告被罚；3、eBay更新政策，未达标卖家成交费上调4%；4、天猫推AR购物；5、速卖通又发布一批禁售产品，卖家要注意了。 http://t.cn/Rit3ImY ​,2017-02-28 16:46,微博 weibo.com,http://weibo.com/1800611161/ExDzb0Z7u,老高电商圈子,2552239,男,上海 闵行区,名人认证,原创,,,,,
【[围观]因发违法广告 乐天超市北京崇文门店被罚】北京市东城工商分局28日通报，北京乐天超市有限公司崇文门分店因发布违法广告而被处罚。该店内张贴有未经审批的违法医疗美容广告，因此形成了违法广告发布的事实，成为全北京首个因发布违法广告被处罚的公共场所管理者，共计被罚没款4.4万元。 ​,2017-02-28 16:45,微博 weibo.com,http://weibo.com/2810373291/ExDywsVcd,新华网,19577815,男,北京 西城区,媒体认证,原创,,,,,
//@60岁照样出场:外交，军事政策和手段失败，导致韩国更加倾向于老美，部署萨德！乐天被政府把地收了！最后成为天朝掩盖外交失败的出气筒，调动下屁民的“爱国情操”，无成本的喊两句口号，屁民过了嘴瘾，站上了爱国的制高点，天朝转移了视线，引导了民意,2017-02-28 16:44,华为P8,http://weibo.com/1708242847/ExDy5gogS,刘力博士,661003,男,北京 海淀区,名人认证,转发,【吉林：民众乐天玛特前拉横幅抵制】26日，吉林江南乐天玛特前有群众拉横幅抵制，条幅内容：韩国乐天，宣战中国，乐天支持萨德，马上滚出中国。起因是“乐天集团相关人士“前几天表态：中国舆论的施压让乐天集团左右为难，但给‘萨德’提供部署用地的立场维持不变”。http://t.cn/RittHVb ​,凤凰新闻客户端,2017-02-28 15:00,凤凰网,http://weibo.com/2615417307/ExCRTD8KA
【外交部回应民众抵制乐天：在华外企是否成功取决于中国消费者】乐天集团28日同韩国国防部正式签署“萨德”换地协议，近来不少中国民众表示要抵制乐天。28日的外交部例行记者会上表示，中方欢迎外国企业来华投资兴业并始终尊重和保护外国企业在华的合法权益。同时我们也强调，有关企业在华经营必须合法...全文： http://m.weibo.cn/1649173367/4080168659905682 ​,2017-02-28 16:44,微博 weibo.com,http://weibo.com/1649173367/ExDyhFyV4,每日经济新闻,29338894,男,上海,媒体认证,原创,,,,,
【擅发违法广告 乐天超市崇文门店被罚】自称是“明星微整形手术基地”“中国最具实力的9家医疗美容机构”，还把这样未经审批的广告贴进了超市。这一广告的制作方北京当代医疗美容门诊部有限公司因为违反《广告法》被东城工商立案查处。此外，该违法广告的发布方北京乐天超市有限公司北京崇文门分店也因...全文： http://m.weibo.cn/1738742554/4080168480127858 ​,2017-02-28 16:43,微博 weibo.com,http://weibo.com/1738742554/ExDy00xge,中国经济周刊,80049,男,北京 朝阳区,媒体认证,原创,,,,,
[话筒]//@公安部打四黑除四害: 外交部回应民众抵制乐天：在华外企是否成功取决于中国消费者,2017-02-28 16:43,微博 weibo.com,http://weibo.com/1735882701/ExDxVgt1r,深圳公安,3501809,女,广东 深圳,政府认证,转发,【外交部回应民众抵制乐天：在华外企是否成功取决于中国消费者】乐天集团28日同韩国国防部正式签署“萨德”换地协议，近来不少中国民众表示要抵制乐天。28日的外交部例行记者会上，外交部发言人耿爽回应环球时报记者“中国政府是否会对乐天集团采取惩戒措施”的提问时说，关于中国政府的态度，我们曾多...全文： http://m.weibo.cn/1974576991/4080162682812056 ​,微博 weibo.com,2017-02-28 16:20,环球时报,http://weibo.com/1974576991/ExDoEbNxK
我只说一句：不买可以不要打砸！,2017-02-28 16:41,,http://weibo.com/1627825392/ExDwYcek0,互联网的那点事,3413054,女,香港,名人认证,转发,【外交部回应民众抵制乐天：是否成功取决于中国消费者】外交部发言人耿爽：中方欢迎外国企业来华投资兴业并始终尊重和保护外国企业在华的合法权益。同时我们也强调，有关企业在华经营必须合法合规。外国企业在华经营成功与否，要由中国市场和中国消费者决定。http://t.cn/RitE1qi ​,专业版微博,2017-02-28 16:24,新浪财经,http://weibo.com/1638782947/ExDq4fJak
