微博内容,创建时间,微博来源,微博地址,用户昵称,粉丝数,性别,地域,认证类型,是否转发,原微博内容,原微博来源,原微博创建时间,原微博用户昵称,原微博地址
“外国企业在华经营成功与否，要由中国市场和中国消费者决定。”[good]下面就看消费者是否给力了！,2017-02-28 17:35,微博 weibo.com,http://weibo.com/1064135214/ExDT1qbJE,任菽,6050,男,江苏 无锡,普通用户,转发,【外交部回应民众抵制乐天：在华外企是否成功取决于中国消费者】乐天集团28日同韩国国防部正式签署“萨德”换地协议。《环球时报》-环球网记者28日在外交部例行记者会上询问中国政府是否会对乐天集团采取惩戒措施？外交部发言人耿爽回应道，关于中国政府的态度，我们曾多次说过，中方欢迎外国企业来华...全文： http://m.weibo.cn/1686546714/4080164465393831 ​,微博 weibo.com,2017-02-28 16:27,环球网,http://weibo.com/1686546714/ExDrwmDbh
如果京东商城在不下架乐天的所以商品！我干保证我店里的二十八个员工！这辈子都不会在用京东！！！//【外媒评乐天交出萨德用地：中国很生气后果很严重】  http://t.cn/Ritv0ey ​,2017-02-28 17:34,手机新浪网,http://weibo.com/5688206037/ExDSmBLCx,少杰NYlon,21,男,湖南,普通用户,原创,,,,,
【http://t.cn/RitmFIZ】外国企业在华经营成功与否，要由中国市场和中国消费者决定。关于中国民众的态度，我想有关方面对中国民众反对美韩部署“萨德”系统的立场是十分清楚的，想必他们也注意到近来中国民众的呼声。,2017-02-28 17:32,360安全浏览器,http://weibo.com/2423228220/ExDRIqH5L,北京鲁戈,1778989,男,北京 朝阳区,名人认证,转发,【国家安全 人人有责】http://t.cn/Ri5HwUm 韩国乐天集团作出决定，同意就“萨德”反导系统部署用地与韩国军方签署协议。乐天能出于“国家安全”的考虑同韩国军方换地，中国消费者也完全可出于“国家安全”的考虑对这样企业产品说不！乐天既然无法想清楚在商言商的简单问题，就让中国老百姓来给出答案...全文： http://m.weibo.cn/2423228220/4080048459568352 ​,360安全浏览器,2017-02-28 08:46,北京鲁戈,http://weibo.com/2423228220/ExAqpE9ag
附近的超市是不能去了,2017-02-28 17:31,坚果手机,http://weibo.com/2013961387/ExDRm0TjP,陆雅坤营养师,22139,女,北京 东城区,名人认证,转发,【新华社：中国不欢迎这样的“乐天”】27日，韩国乐天集团理事会作出决定，同意就“萨德”反导系统部署用地与韩国军方签署协议。如果说部署“萨德”是在中国背后“捅刀子”，那乐天此次不计后果的草率决定，无异于为虎作伥。对于这样的乐天，中国不欢迎！[怒]@新华社中国网事 ​,搜狗高速浏览器,2017-02-28 11:17,共青团中央,http://weibo.com/3937348351/ExBpwbs57
请天猫和京东下架所有的乐天集团旗下所有商品！@天猫@京东 ​,2017-02-28 17:31,iPhone 6,http://weibo.com/2032269093/ExDRa9qzy,蕾蕾_sweety,240,女,四川,普通用户,原创,,,,,
【北京乐天超市被罚 违反广告法被东城工商立案查处】北京市东城工商分局今天上午通报，北京乐天超市有限公司北京崇文门分店因发布违法广告而被处罚。据了解，北京当代医疗美容门诊部有限公司制作了自称是“明星微整形手术基地”“中国最具实力的9家医疗美容机构”的广告，未经审批，违反了《广告法》被...全文： http://m.weibo.cn/2620088113/4080180340978334 ​,2017-02-28 17:31,搜狗高速浏览器,http://weibo.com/2620088113/ExDR846vA,大众网,1035395,男,山东 济南,媒体认证,原创,,,,,
"怒了!14亿国民发声'滚出中国';外交部:将坚决采取必要措施。韩国国防部27日表示，乐天集团当天召开董事会会议，决定把星州高尔夫球场地皮转让给国防部用于部署“萨德”反导系统。新华社对韩国乐天集团发出重大警告!外交部表示：将坚决采取必要措施！这样的乐天，大家不欢迎！
http://t.cn/RiteiDg ​",2017-02-28 17:30,皮皮时光机,http://weibo.com/2177670634/ExDR0oMHW,澳洲近日热点,121941,男,海外 澳大利亚,企业认证,原创,,,,,
【你还会去乐天消费吗？】如果说部署“萨德”是在中国背后“捅刀子”，那乐天此次不计后果的草率决定，无异于为虎作伥。对于这样的乐天，中国不欢迎！By新华网http://t.cn/Rit0Fkq ​,2017-02-28 17:30,微博 weibo.com,http://weibo.com/1697601814/ExDQJhlkB,京华时报,11246839,男,北京 朝阳区,媒体认证,原创,,,,,
"（来自环球时报铿锵的声音解气的评论:对韩流完全封杀 买车买手机绕开韩货）
韩国乐天集团董事会星期一做出决定，同意将该集团所属星州郡的一块高尔夫球场与韩国军方在首尔附近京畿道的一块国有土地进行交换，作为部署“萨德”反导系统的用地。乐天集团与军方的正式协议定于星期二签署。韩国军方的目标...全文： http://m.weibo.cn/2359224985/4080179611487904 ​",2017-02-28 17:28,微博 weibo.com,http://weibo.com/2359224985/ExDPX6f4s,青岛晚报,1750750,男,山东 青岛,媒体认证,原创,,,,,
[doge]抵制流氓，从我做起。,2017-02-28 17:28,微博搜索,http://weibo.com/1880324132/ExDQg0Z7v,深圳生活情报站,232780,女,广东 深圳,普通用户,转发,乐天为虎作伥危害我安全，中国不欢迎这样的乐天！四海八荒的中国人行动起来，抵制！抵制！！ ​,,2017-02-28 14:51,中国长安网,http://weibo.com/5617030362/ExCOj6JGz
对于这样的乐天，我们不欢迎！,2017-02-28 17:27,360安全浏览器,http://weibo.com/2730549204/ExDPC6le5,共青团福建省委,266532,男,福建 福州,政府认证,转发,【新华社：中国不欢迎这样的“乐天”】27日，韩国乐天集团理事会作出决定，同意就“萨德”反导系统部署用地与韩国军方签署协议。如果说部署“萨德”是在中国背后“捅刀子”，那乐天此次不计后果的草率决定，无异于为虎作伥。对于这样的乐天，中国不欢迎！[怒]@新华社中国网事 ​,搜狗高速浏览器,2017-02-28 11:17,共青团中央,http://weibo.com/3937348351/ExBpwbs57
国家兴亡，匹夫有责，身为国人转发吧！！,2017-02-28 17:26,微博搜索,http://weibo.com/1667542284/ExDPnnCrj,我辈只为影视狂,144210,女,广东 广州,初级达人,转发,【打击乐天惩罚韩国，中国别无选择】韩国乐天集团星期一做出向“萨德”提供土地的决定，韩国军方计划最快六七月份就完成“萨德”部署。国家肯定会采取报复行动，中国消费者可以“捎带着”助一把力，让韩国付出代价。首尔一直侥幸于北京将吞下“萨德”在韩国落地的苦果，我们对此只能呵呵。...全文： http://m.weibo.cn/1974576991/4079855375525301 ​,微博 weibo.com,2017-02-27 19:59,环球时报,http://weibo.com/1974576991/ExvoZnbnL
建议天猫和京东以及全国各大超市下架乐天   所有产品。   建议全体国人不要光顾所有“韩”品。 ​,2017-02-28 17:24,魅蓝 2,http://weibo.com/2878035265/ExDOF0tti,凡尘清心qiu,70,男,北京 朝阳区,普通用户,原创,,,,,
【韩军方已和乐天签署萨德用地交换合约[怒]】据韩联社报道，韩军方28日上午以非公开方式与乐天集团签署萨德用地交换合约。韩国国防部27日收到了来自乐天集团的通报，称乐天集团理事会同意转让星州高尔夫球场，这意味着乐天集团同意给韩美提供萨德反导系统的最终部署地。 （新华网） ​,2017-02-28 17:24,微博 weibo.com,http://weibo.com/2360016402/ExDOif1bH,宁波日报,1986591,女,浙江 宁波,媒体认证,原创,,,,,
转发微博,2017-02-28 17:23,360安全浏览器,http://weibo.com/1979940183/ExDOgc0Mq,鹤壁日报,40823,男,河南,媒体认证,转发,【外交部回应民众抵制乐天：在华外企是否成功取决于中国消费者】乐天集团28日同韩国国防部正式签署“萨德”换地协议，近来不少中国民众表示要抵制乐天。28日的外交部例行记者会上表示，中方欢迎外国企业来华投资兴业并始终尊重和保护外国企业在华的合法权益。同时我们也强调，有关企业在华经营必须合法...全文： http://m.weibo.cn/1643971635/4080173508493733 ​,微博 weibo.com,2017-02-28 17:03,凤凰卫视,http://weibo.com/1643971635/ExDG6zDBH
"（铿锵的声音 解气的评论：环球时报:对韩流完全封杀 买车买手机绕开韩货）
韩国乐天集团董事会星期一做出决定，同意将该集团所属星州郡的一块高尔夫球场与韩国军方在首尔附近京畿道的一块国有土地进行交换，作为部署“萨德”反导系统的用地。乐天集团与军方的正式协议定于星期二签署。韩国军方的目标是...全文： http://m.weibo.cn/2359224985/4080178001092004 ​",2017-02-28 17:21,微博 weibo.com,http://weibo.com/2359224985/ExDNm4A4Y,青岛晚报,1750750,男,山东 青岛,媒体认证,原创,,,,,
中国不欢迎这样的乐天，北京一乐天超市违法广告被罚；,2017-02-28 17:18,微博 weibo.com,http://weibo.com/1968380593/ExDM5tSjF,老高皇冠俱乐部,394426,男,上海 闵行区,团体认证,转发,#老高电商报# 【2月28日电商晚报简讯】1、罗振宇谈与papi酱分手；2、中国不欢迎这样的乐天，北京一乐天超市违法广告被罚；3、eBay更新政策，未达标卖家成交费上调4%；4、天猫推AR购物；5、速卖通又发布一批禁售产品，卖家要注意了。 http://t.cn/Rit3ImY ​,微博 weibo.com,2017-02-28 16:46,老高电商圈子,http://weibo.com/1800611161/ExDzb0Z7u
【外交部回应民众抵制乐天：是否成功取决于中国消费者】外交部发言人耿爽：中方欢迎外国企业来华投资兴业并始终尊重和保护外国企业在华的合法权益。同时我们也强调，有关企业在华经营必须合法合规。外国企业在华经营成功与否，要由中国市场和中国消费者决定。http://t.cn/RitE1qi ​​​,2017-02-28 17:16,Weico.Android,http://weibo.com/1787427565/ExDL58yCd,大连同城会,137003,男,辽宁 大连,媒体认证,原创,,,,,
[doge],2017-02-28 17:16,Android客户端,http://weibo.com/2142924853/ExDL7qWYU,乐居平顶山,30969,男,河南 平顶山,媒体认证,转发,【韩国防部：乐天同意转让地皮 供部署萨德反导系统】据韩国国防部今天下午发布的消息，韩国国防部收到了来自乐天集团的通报，称乐天集团理事会同意转让星州高尔夫球场，这意味着乐天集团同意给韩美提供萨德反导系统的最终部署地。韩国国防部还称有望明天与乐天集团签署相关的地皮交换协议。 ​,微博 weibo.com,2017-02-27 15:38,央视新闻,http://weibo.com/2656274875/ExtH6obmN
京东扯了乐天所有的东西，厉害了…… ​,2017-02-28 17:16,iPhone 6s,http://weibo.com/3496552685/ExDLap5KK,腿粗粗腿,304,女,福建 漳州,普通用户,原创,,,,,
2017-02-27总编辑时间 最高法：三年间受理国家赔偿近七亿人民币 ；韩国乐天集团配合萨德入韩，中国强烈反对；朝鲜豁出去了，邻国有何办法？西方民主危机：需要复兴还是革命？ http://t.cn/RitriN6 ​,2017-02-28 17:14,凤凰视频一键转帖,http://weibo.com/2426573481/ExDKztYPW,鳳凰衛視總編輯時間,25723,男,香港 其他,媒体认证,原创,,,,,
#中国不欢迎这样的乐天#【外交部：中国将坚决采取必要措施应对萨德部署】韩国乐天集团今天批准同韩军方的萨德系统部署地土地置换协议，或在3-4个月内完成部署。外交部发言人表示，中方反对在韩部署萨德系统的意志是坚定的，将坚决采取必要措施维护自身安全利益，由此产生的一切后果由美韩承担。...全文： http://m.weibo.cn/1780021887/4080176231388822 ​,2017-02-28 17:14,HUAWEI Mate 9,http://weibo.com/1780021887/ExDKv5Pim,Police王,45713,男,四川 遂宁,名人认证,原创,,,,,
韩国乐天为萨德部署让地，在这里我发起一个活动，呼吁大家不买乐天食品，请各大商场百货以及淘宝，天猫京东等电商企业下架乐天产品@京东 @京东超市官方微博 @天猫 @淘宝 @万达集团 @一号店 |双辽市 ​,2017-02-28 17:13:01,插件标注,http://weibo.com/5411754851/ExDJP5uO0,老九门鹤公子,-1,男,插件,普通用户,原创,,,,,
【[围观]因发违法广告 乐天超市北京崇文门店被罚】北京市东城工商分局28日通报，北京乐天超市有限公司崇文门分店因发布违法广告而被处罚。该店内张贴有未经审批的违法医疗美容广告，因此形成了违法广告发布的事实，成为全北京首个因发布违法广告被处罚的公共场所管理者，共计被罚没款4.4万元。 ​​​...全文： http://m.weibo.cn/1801817195/4080175853539511 ​,2017-02-28 17:13,微博 weibo.com,http://weibo.com/1801817195/ExDJTeQMT,辽沈晚报,3711661,男,辽宁 沈阳,媒体认证,原创,,,,,
[围观],2017-02-28 17:12,微博桌面安全版,http://weibo.com/1752883611/ExDJHoZwq,北国网,6331,男,辽宁 沈阳,媒体认证,转发,【[围观]因发违法广告 乐天超市北京崇文门店被罚】北京市东城工商分局28日通报，北京乐天超市有限公司崇文门分店因发布违法广告而被处罚。该店内张贴有未经审批的违法医疗美容广告，因此形成了违法广告发布的事实，成为全北京首个因发布违法广告被处罚的公共场所管理者，共计被罚没款4.4万元。 ​​​...全文： http://m.weibo.cn/1895394815/4080174993653679 ​,微博 weibo.com,2017-02-28 17:09,荆楚网,http://weibo.com/1895394815/ExDIvfkuj
不欢迎,2017-02-28 17:12,微博 weibo.com,http://weibo.com/1883631437/ExDJJbzxp,华西手机报,6377,男,四川 成都,媒体认证,转发,【新华社：中国不欢迎这样的“乐天”】27日，韩国乐天集团理事会作出决定，同意就“萨德”反导系统部署用地与韩国军方签署协议。如果说部署“萨德”是在中国背后“捅刀子”，那乐天此次不计后果的草率决定，无异于为虎作伥。对于这样的乐天，中国不欢迎！[怒]@新华社中国网事 ​,搜狗高速浏览器,2017-02-28 11:17,共青团中央,http://weibo.com/3937348351/ExBpwbs57
青年，我们一起远离为虎作伥的“乐天”！,2017-02-28 17:12,微博 weibo.com,http://weibo.com/2022855475/ExDJDeS2s,威海共青团,30138,男,山东,政府认证,转发,【青年，我们一起远离为虎作伥的“乐天”！[拳头]】27日，韩国乐天集团理事会作出决定，同意就“萨德”反导系统部署用地与韩国军方签署协议。如果说部署“萨德”是在中国背后“捅刀子”，那乐天此次不计后果的草率决定，无异于为虎作伥。对于这样的乐天，中国不欢迎！@新华社中国网事 ...全文： http://m.weibo.cn/3937348351/4080109083848231 ​,搜狗高速浏览器,2017-02-28 12:47,共青团中央,http://weibo.com/3937348351/ExC0cg96f
中国民众的呼声,2017-02-28 17:12,微博 weibo.com,http://weibo.com/2523970292/ExDJGxAEF,黄山新闻综合广播,69032,男,安徽 黄山,媒体认证,转发,【外交部回应民众抵制乐天：在华外企是否成功取决于中国消费者】乐天集团28日同韩国国防部正式签署“萨德”换地协议，近来不少中国民众表示要抵制乐天。28日的外交部例行记者会上表示，中方欢迎外国企业来华投资兴业并始终尊重和保护外国企业在华的合法权益。同时我们也强调，有关企业在华经营必须合法...全文： http://m.weibo.cn/1323527941/4080170849824212 ​,微博 weibo.com,2017-02-28 16:53,Vista看天下,http://weibo.com/1323527941/ExDBOFdJ2
"0301辩题：韩国即将部署萨德，中国应对韩“准断交”？韩国国防部28日与乐天集团签署了有关确保部署“萨德”用地的易地协议。随后韩美启动设计、环评和施工。韩军相关人士表示，为节约时间，向美军出让土地和“萨德”部署地设计作业将同时进行。计划5-7月间完成部署。
韩联社指出，随着易地协议的签署，...全文： http://m.weibo.cn/1743293843/4080175468168877 ​",2017-02-28 17:11,专业版微博,http://weibo.com/1743293843/ExDJgyh65,凤凰时事辩论会,1640955,女,其他,媒体认证,原创,,,,,
赞右边。[二哈]//@秋月中天常武于锦：宁愿做条爱国狗，不做美帝亡国奴！我们是90后，深红，任何颜色都休想革命我们！不要以民生为借口，行抹黑中国之实！我们同情乐天，打仗了，谁来同情我们！我们抵制萨德，才会抵制乐天！（PS这次油价不上涨，别拿油价说事了）,2017-02-28 17:11,iPhone,http://weibo.com/1654796774/ExDJ1pbO9,haitaode,27737,男,北京 东城区,名人认证,转发,既然乐天应该抵制，那韩国更应该抵制，既然韩国应该抵制，那美国更应该抵制。看来，是时候与美国断交与韩国断交了！ ​,iPhone 6 Plus,2017-02-28 16:29,haitaode,http://weibo.com/1654796774/ExDs0fvYz
【因发违法广告 乐天超市北京崇文门店被罚[doge]】北京市东城工商分局28日通报，北京乐天超市有限公司崇文门分店因发布违法广告而被处罚。该店内张贴有未经审批的违法医疗美容广告，因此形成了违法广告发布的事实，成为全北京首个因发布违法广告被处罚的公共场所管理者，共计被罚没款4.4万元。 ​​​,2017-02-28 17:10,酷派大观铂顿,http://weibo.com/2815224714/ExDIBbF3i,福建广播电视新闻中心,172257,男,福建 福州,媒体认证,原创,,,,,
发布了头条文章：《新华时评：中国不欢迎这样的“乐天”  　》 http://t.cn/Ritrid2 ​,2017-02-28 17:09,微博 weibo.com,http://weibo.com/1616321511/ExDIm5id9,张本领,82206,男,天津,名人认证,原创,,,,,
真是匪夷所思，各大央媒发动舆论抵制一家外国企业，为什么不直接怼青瓦台？？如果中国中央政府买一家中国企业的土地，不给？？？恐怕都不用买吧。。。。。,2017-02-28 17:07,iPhone(脑残粉),http://weibo.com/1831904057/ExDHy7q4t,中国黑老大,78717,男,海外 美国,名人认证,转发,【中国不欢迎这样的乐天】27日，韩国乐天集团理事会作出决定，同意就“萨德”反导系统部署用地与军方签署协议。新华社评论文章表示，乐天能够出于“国家安全”的考虑同军方换地，中国消费者也完全可以出于“国家安全”的考虑对这样的企业、产品说不！全文↓↓http://t.cn/Rit7zcq ​,iPhone 7 Plus,2017-02-28 16:10,中国之声,http://weibo.com/1699540307/ExDkCdiAD
【一起拒“乐天”：你可以供地，我可以不去！】  据韩联社2月27日报道，韩国国防部27日表示，乐天集团当天召开董事会会议，决定把星州高尔夫球场地皮转让给国防部用于部署“萨德”反导系统。在27日的例行记者会上，中国外交部发言人耿爽回应此事说，中方对此表示坚决反对和强烈不满。中方将坚决采取必...全文： http://m.weibo.cn/2159765687/4080174158949629 ​,2017-02-28 17:06,360安全浏览器,http://weibo.com/2159765687/ExDH9BycR,开封日报,207628,女,河南,媒体认证,原创,,,,,
【韩媒分析韩国部署萨德后 中国会报复到什么程度】韩国日报27日报道 随着乐天向“萨德”供地，中国做出强烈反应不会出人意料，韩国正高度关注中国的报复措施会达到什么程度。中方虽然不会立即打破与韩国的整体经贸框架，预计各种非关税壁垒、管制韩流文化等多项反制措施将更加得到强化。...全文： http://m.weibo.cn/1499104401/4080173827412782 ​,2017-02-28 17:05,微博 weibo.com,http://weibo.com/1499104401/ExDGCv6p0,新浪军事,9229722,男,北京 海淀区,媒体认证,原创,,,,,
#乐天#既想在国内政治上得分，又想在商业上获利，世界上没有这等一举两得的好事。乐天自己既然无法想清楚这样简单的问题，就让中国的老百姓来给出答案！！！,2017-02-28 17:04,微博 weibo.com,http://weibo.com/1309846457/ExDGl5nXI,影像控Maxtwell,321419,男,上海 黄浦区,名人认证,转发,恭祝#乐天免税店# 世界大厦店重新启程，实体店纪念幸运大抽奖活动火热进行中哦！参与抽奖，就有机会赢取难忘的回忆！？访韩邀请函，送你与乐天免税店代言人惊喜相遇的机会哟！不仅如此，更有大额代金卡以及各种优惠礼赠免费送呢！打算赴韩游玩的亲们，不要错过绝好机会哟！ ​,皮皮时光机,2017-01-19 16:00,乐天免税店,http://weibo.com/2883399355/EryardLmJ
【外交部回应民众抵制乐天：在华外企是否成功取决于中国消费者】乐天集团28日同韩国国防部正式签署“萨德”换地协议，近来不少中国民众表示要抵制乐天。28日的外交部例行记者会上表示，中方欢迎外国企业来华投资兴业并始终尊重和保护外国企业在华的合法权益。同时我们也强调，有关企业在华经营必须合法...全文： http://m.weibo.cn/1643971635/4080173508493733 ​,2017-02-28 17:03,微博 weibo.com,http://weibo.com/1643971635/ExDG6zDBH,凤凰卫视,11121320,男,香港,媒体认证,原创,,,,,
今日电商晚报；1、罗振宇谈与papi酱分手；2、中国不欢迎这样的乐天，北京一乐天超市违法广告被罚；3、eBay更新政策，未达标卖家成交费上调4%；4、天猫推AR购物；5、速卖通又发布一批禁售产品，卖家要注意了。 °,2017-02-28 17:03,微博 weibo.com,http://weibo.com/1968181391/ExDFSnBh4,宣名电商营销,66374,女,上海,企业认证,转发,#老高电商报# 【2月28日电商晚报简讯】1、罗振宇谈与papi酱分手；2、中国不欢迎这样的乐天，北京一乐天超市违法广告被罚；3、eBay更新政策，未达标卖家成交费上调4%；4、天猫推AR购物；5、速卖通又发布一批禁售产品，卖家要注意了。 http://t.cn/Rit3ImY ​,微博 weibo.com,2017-02-28 16:46,老高电商圈子,http://weibo.com/1800611161/ExDzb0Z7u
【#外交部回应民众抵制乐天#：在华外企是否成功取决于中国消费者】28日外交部发言人在答记者问时表示，中方欢迎外国企业来华投资兴业并始终尊重和保护外国企业在华的合法权益。同时我们也强调，有关企业在华经营必须合法合规。外国企业在华经营成功与否，要由中国市场和中国消费者决定。（@环球网） ​,2017-02-28 17:02,微博 weibo.com,http://weibo.com/1642512402/ExDFI7dok,中国新闻周刊,37733441,男,北京,媒体认证,原创,,,,,
[围观][围观],2017-02-28 17:01,360安全浏览器,http://weibo.com/1937192010/ExDFilvKX,观媒,324231,男,北京,媒体认证,转发,【外交部回应民众抵制乐天：是否成功取决于中国消费者】外交部发言人耿爽：中方欢迎外国企业来华投资兴业并始终尊重和保护外国企业在华的合法权益。同时我们也强调，有关企业在华经营必须合法合规。外国企业在华经营成功与否，要由中国市场和中国消费者决定。http://t.cn/RitE1qi ​,专业版微博,2017-02-28 16:24,新浪财经,http://weibo.com/1638782947/ExDq4fJak
[16~17:00] #三生三世十里桃花电视剧# › #低调炫技# › #白浅挖素锦双眼# › #生活如诗# › #中国不欢迎这样的乐天# › #微博橱窗# › #幸福的理由# › #王者荣耀大乔# › #v5了我的朴灿烈# › #陈伟霆南方有乔木# › #v5了我的薛之谦# » http://t.cn/RPoZKMP 手机版» http://t.cn/RPoZlJR ​,2017-02-28 17:00,未通过审核应用,http://weibo.com/104802/ExDEBeMR4,微博热门话题,65936,男,北京 海淀区,普通用户,原创,,,,,
2017年越南卫生部将在越南投放可抗登革热病的蚊子。研究人员在该种蚊子中加入了沃尔巴克氏体–一种可防止登革热病原体传播的细菌。研究表明，这种细菌提可以防止黄热病、西尼罗河病毒、登革热等疾病病原体复制的发生。此前相似的方法在越南也被用于防止寨卡病毒的传播。#乐天行动派# ​,2017-02-28 17:00,科握,http://weibo.com/1927634285/ExDEGz3nj,盖茨基金会,95605,男,海外 美国,团体认证,原创,,,,,
转发微博,2017-02-28 17:00,微博 weibo.com,http://weibo.com/2626472767/ExDEQ16IE,甘肃省工商局,32458,男,甘肃,政府认证,转发,【北京一乐天超市因发布违法广告被罚 全市首例】北京东城工商分局上午通报，北京乐天超市有限公司崇文门分店因发布违法广告被处罚。据悉，该店内张贴未经审批的违法医疗美容广告，形成违法广告发布事实，成为全北京首个因发布违法广告被处罚的公共场所管理者，共计罚款4.4万元。http://t.cn/Ritowqp ​,小米,2017-02-28 15:12,公安部打四黑除四害,http://weibo.com/2328516855/ExCWJtZxI
对乐天，不留情！//@他六爷:大兵哥哥手下留情[泪]//@至诚大兵:[顶],2017-02-28 16:58,iPhone 6 Plus,http://weibo.com/1295335170/ExDE6fnal,至诚大兵,139623,男,云南 昆明,名人认证,转发,发布了头条文章：《乐天对中国右手捅刀子左手掏腰包 中国人置若罔闻容许吗？》 http://t.cn/RitqX68 ​,微博 weibo.com,2017-02-28 12:08,至诚大兵,http://weibo.com/1295335170/ExBK2hi10
"#乐天为虎作伥#【中国惩罚乐天 最先出手的是北京工商局】随着27日韩国乐天集团正式宣布将给“萨德”系统的部署腾地儿，中国外交部发言人那句“将坚决采取必要措施”可能以前所未见的速度正在变成现实：北京时间2月28日上午，北京市东城工商分局通报，罚没一家违规操作的乐天超市4.4万元。
“违法广告发...全文： http://m.weibo.cn/1823184085/4080172250343028 ​",2017-02-28 16:58,搜狗高速浏览器,http://weibo.com/1823184085/ExDE51reI,美国侨报网,148014,男,海外 美国,媒体认证,原创,,,,,
//@喷嚏网铂程://@只配叫个猪:因为萨德的事儿，干的好。咱们固然拿朝鲜美国韩国政府没有办法，但在一个企业身上耍流氓的胆气还是有的，我们是市场经济国家这话本来也是耍流氓，咱们来回的耍，看谁拿咱们能怎么样，呵呵。,2017-02-28 16:57,华为P8,http://weibo.com/1708242847/ExDDz5asn,刘力博士,661003,男,北京 海淀区,名人认证,转发,【擅发违法广告 乐天超市北京崇文门店被罚 全市首例】据了解，某医疗公司制作的广告未经审批，违反《广告法》被查处。而这一广告又贴进了乐天超市崇文门店。该超市因此形成了违法广告发布的事实，成了全市首个因为发布违法广告被处罚的公共场所管理者。http://t.cn/RitC2BR ​,微博 weibo.com,2017-02-28 14:30,新京报,http://weibo.com/1644114654/ExCFUpnd3
回复@雨起云端1:关键是乐天很配合！[喵喵]//@雨起云端1:根子在美国。//@至诚大兵:回复@崔敬波V:中国不可欺！[怒]//@崔敬波V:回复@至诚大兵:支持大兵原创,2017-02-28 16:57,iPhone 6 Plus,http://weibo.com/1295335170/ExDDEqZmF,至诚大兵,139623,男,云南 昆明,名人认证,转发,发布了头条文章：《乐天对中国右手捅刀子左手掏腰包 中国人置若罔闻容许吗？》 http://t.cn/RitqX68 ​,微博 weibo.com,2017-02-28 12:08,至诚大兵,http://weibo.com/1295335170/ExBK2hi10
转发微博,2017-02-28 16:56,微博 weibo.com,http://weibo.com/2286385060/ExDD5gBSo,攀枝花综合广播,72327,男,四川,媒体认证,转发,【[围观]因发违法广告 乐天超市北京崇文门店被罚】北京市东城工商分局28日通报，北京乐天超市有限公司崇文门分店因发布违法广告而被处罚。该店内张贴有未经审批的违法医疗美容广告，因此形成了违法广告发布的事实，成为全北京首个因发布违法广告被处罚的公共场所管理者，共计被罚没款4.4万元。 ​,微博 weibo.com,2017-02-28 16:45,新华网,http://weibo.com/2810373291/ExDywsVcd
【外交部回应民众抵制乐天：在华外企是否成功取决于中国消费者】乐天集团28日同韩国国防部正式签署“萨德”换地协议，近来不少中国民众表示要抵制乐天。28日的外交部例行记者会上，外交部发言人耿爽回应环球时报记者“中国政府是否会对乐天集团采取惩戒措施”的提问时说，关于中国政府的态度，我们曾多...全文： http://m.weibo.cn/1729779710/4080171537639786 ​,2017-02-28 16:56,微博 weibo.com,http://weibo.com/1729779710/ExDCVw3sm,温州晚报,228217,男,浙江 温州,媒体认证,原创,,,,,
回复@爱继科的骆坚实:有道理。但当代爱国者最最爱国的行为是让自己的国家成为一个正常国家，而不是富和强！//@爱继科的骆坚实:你们体恤别人的爱国情，凭什么鄙视自己人的爱国情？ http://t.cn/RitOnHk //@蔡照明:水军欲来风满楼！ //@尹鸿:目测网络大军即将到来。,2017-02-28 16:55,iPhone 6,http://weibo.com/1223250145/ExDCKAjbJ,蔡照明,183965,男,北京 东城区,名人认证,转发,#乐天# 昨天韩国乐天公司同意把一个高尔夫球场转让给韩军方，用于部署对中国威胁的萨德导弹。未来几天中国民众必口头抵制乐天达到口水淹死人的地步。我想说的是，乐天老板一定想到了比这更坏的结局，但还是去做了，这样爱国的企业家不值得给点尊敬吗？中国有这样的企业家吗？少！发国难财的倒不少。 ​,iPhone 6,2017-02-28 08:29,蔡照明,http://weibo.com/1223250145/ExAjj4EdK
小粉红又出动了//@算术本: 一波又一波民粹贡献隶属中国的外资企业,2017-02-28 16:54,微博 weibo.com,http://weibo.com/1865874465/ExDCqslMM,第五媒体专家团,310852,男,北京 东城区,名人认证,转发,【吉林：民众乐天玛特前拉横幅抵制】26日，吉林江南乐天玛特前有群众拉横幅抵制，条幅内容：韩国乐天，宣战中国，乐天支持萨德，马上滚出中国。起因是“乐天集团相关人士“前几天表态：中国舆论的施压让乐天集团左右为难，但给‘萨德’提供部署用地的立场维持不变”。http://t.cn/RitjpPU ​,皮皮时光机,2017-02-28 15:29,鲁国平先生,http://weibo.com/1142648704/ExD3TlX5x
今日电商晚报：速卖通又发布一批禁售产品，卖家要注意了,2017-02-28 16:54,微博 weibo.com,http://weibo.com/1822057737/ExDCpDiFc,电商知识,885026,男,广东 广州,名人认证,转发,#老高电商报# 【2月28日电商晚报简讯】1、罗振宇谈与papi酱分手；2、中国不欢迎这样的乐天，北京一乐天超市违法广告被罚；3、eBay更新政策，未达标卖家成交费上调4%；4、天猫推AR购物；5、速卖通又发布一批禁售产品，卖家要注意了。 http://t.cn/Rit3ImY ​,微博 weibo.com,2017-02-28 16:46,老高电商圈子,http://weibo.com/1800611161/ExDzb0Z7u
